borough,time_of_day,incident_severity_level,call_volume_density,response_minutes
BROOKLYN,day,2,0.6049990978915607,14.426371698769753
MANHATTAN,day,2,0.5801577275210621,16.818596104354608
BROOKLYN,night,3,0.8411077483833885,16.08190504914093
BROOKLYN,day,1,0.9835544956434931,20.127010732496174
BRONX,night,3,0.4699383088788375,14.0218582828336
MANHATTAN,day,3,0.7870516105972237,18.531259059113143
BROOKLYN,day,4,0.1897867036343202,10.269902309993011
MANHATTAN,night,2,0.7991482325034597,18.698995109738124
BROOKLYN,day,4,0.4342752207939089,13.095033563654333
QUEENS,day,4,0.135451146600718,10.145403964719966
BROOKLYN,day,2,0.42692156070595955,14.63768191525133
BROOKLYN,night,3,0.6495784758294803,15.337912640628465
BROOKLYN,day,2,0.20732515091331993,14.604661265139447
BROOKLYN,day,2,0.9316310431872291,17.301580175704057
QUEENS,day,2,0.1699051719455547,14.420630430601916
BRONX,day,3,0.9370060478498495,18.50844599728095
STATEN ISLAND,night,3,0.7364237661421178,13.319418173390371
QUEENS,day,5,0.3967409578727833,9.811220248190894
BROOKLYN,day,2,0.45167531293818397,16.306623442103437
QUEENS,day,5,0.7667284282594697,11.32899779609205
BROOKLYN,day,2,0.6413239907930867,17.34654255498078
MANHATTAN,night,4,0.7044786293094507,14.875017842062029
BRONX,day,2,0.450248154862132,13.465111193437298
MANHATTAN,night,2,0.5390321336268391,17.354702447748725
BRONX,day,4,0.9908807356341041,14.220553882096434
BROOKLYN,day,2,0.2925305834497459,15.628492214417806
QUEENS,night,3,0.4760705678699183,12.4890054009938
QUEENS,day,3,0.36264086881657054,12.363623126914334
BRONX,night,3,0.7886003593958648,17.47263703220901
QUEENS,night,3,0.7876113630991486,15.91513183597908
QUEENS,day,4,0.36320091489765627,9.66543724334531
MANHATTAN,day,1,0.17325128496968462,14.80823346734405
BROOKLYN,night,3,0.11028940900498364,10.997717812183923
MANHATTAN,day,4,0.484705479918237,13.72415851949654
QUEENS,day,1,0.46930383490219385,16.880434704783582
BROOKLYN,day,2,0.9895508907758767,18.020358024447756
QUEENS,day,4,0.5228218681279116,10.597690760094196
MANHATTAN,night,3,0.3307765326178786,14.187947548119212
MANHATTAN,day,3,0.9021064969283207,17.34546015108589
QUEENS,day,2,0.5419611546882206,17.91140657041072
MANHATTAN,day,3,0.63925807168952,15.899101853857573
MANHATTAN,day,2,0.18610183938539143,16.686765349245373
MANHATTAN,day,3,0.4446247665967966,13.185600665153968
STATEN ISLAND,night,4,0.9498013070264081,12.085852968197603
QUEENS,day,2,0.6305548457578829,14.5545043383956
BROOKLYN,night,3,0.4100516696282155,15.092291590327559
MANHATTAN,night,5,0.6631004625684338,14.917474914327059
BROOKLYN,day,3,0.9193699806203045,16.037289529288817
QUEENS,day,4,0.346591540425331,10.300165777053182
QUEENS,day,3,0.554605046623607,12.402155710798446
MANHATTAN,day,4,0.9628215885205798,14.184372508841705
MANHATTAN,night,1,0.2551565289686074,17.420611475627908
MANHATTAN,night,2,0.7476975330370403,18.427658328295358
QUEENS,day,2,0.6530329073826842,16.0572994771961
QUEENS,day,3,0.7117076180265713,13.146031672576656
MANHATTAN,night,4,0.4160976676008127,14.772582857599675
MANHATTAN,night,2,0.3824914361353885,15.182166249220659
MANHATTAN,day,3,0.7157887035295334,16.992978282721737
STATEN ISLAND,day,4,0.29398895659409086,7.96545453156792
MANHATTAN,day,3,0.4776892703731046,14.576350029881134
QUEENS,night,3,0.2693571814476262,12.30047102689587
QUEENS,day,3,0.10747435701099678,11.291073582235448
BROOKLYN,day,2,0.9730516240342625,19.110413808106657
MANHATTAN,day,1,0.48853268079077716,18.66888941559858
MANHATTAN,day,5,0.9724146529778427,13.464070697116425
QUEENS,day,2,0.2262911677910435,13.507739717169375
QUEENS,night,1,0.6286301015117375,17.622604880002626
QUEENS,day,4,0.28087662951211567,10.703705312862825
BROOKLYN,day,2,0.8110667142669472,17.958747903518177
MANHATTAN,day,3,0.8053326898848777,15.406807155555626
STATEN ISLAND,day,2,0.20134643413538061,10.727392119349206
QUEENS,day,3,0.9208580075887502,13.528455226265415
MANHATTAN,day,2,0.27516668248290216,16.06962484795322
STATEN ISLAND,day,2,0.6516796074304243,16.229106459979995
QUEENS,day,3,0.9870702580789337,17.628217026979613
BROOKLYN,day,4,0.8941568812897275,15.58016768333697
QUEENS,day,3,0.960907535705052,13.886155920821105
BRONX,night,5,0.4083388940963075,8.922150221483681
QUEENS,night,1,0.19501807799751703,14.872116008095595
MANHATTAN,day,3,0.2695121859605051,13.614450812093438
BROOKLYN,day,3,0.5504454055689525,14.310597280415765
BRONX,night,5,0.81390671044599,13.233094261388832
MANHATTAN,day,1,0.2351382797654877,16.442380867697967
BROOKLYN,night,3,0.6937583790346814,15.654354022387063
BROOKLYN,night,4,0.3912198436355607,11.176050584232726
BROOKLYN,day,2,0.4070818651529382,16.424445306840006
QUEENS,day,4,0.6957259571421337,12.605292791007408
BRONX,night,1,0.5202994775798983,15.685167704644588
MANHATTAN,day,4,0.8308299637233946,14.575195948819589
MANHATTAN,day,5,0.24032665869654435,9.643963851893162
MANHATTAN,day,3,0.8109534427903347,18.164000724179793
BRONX,day,3,0.1578117232516788,11.675054603014159
QUEENS,night,1,0.2746484922210445,14.96183733667801
MANHATTAN,night,5,0.6905347430528489,11.490079720128366
BRONX,night,3,0.8694330908599641,17.293894198385257
BRONX,day,1,0.3274116649654142,15.245833237447131
BRONX,day,3,0.39447244524602165,13.144037463369537
BRONX,day,3,0.583408673458066,16.268376069735666
MANHATTAN,day,2,0.2904155258403721,15.798216915221586
QUEENS,day,2,0.8300406354287551,15.2413592730287
BROOKLYN,night,1,0.7962729805051847,17.252362089660735
BRONX,night,3,0.23076254076920347,12.122783974856727
QUEENS,day,3,0.5174467586349689,12.10811519327753
QUEENS,day,3,0.7973449899891593,16.16099853208913
QUEENS,day,4,0.40359657799307336,11.27409343491295
MANHATTAN,day,4,0.6697961404459585,14.652136635727366
BROOKLYN,night,3,0.14519180931181547,11.095654942555976
STATEN ISLAND,day,1,0.6478198844763862,18.900489635440557
BRONX,night,3,0.23738768200054633,15.654132406616101
MANHATTAN,day,3,0.8475249926030062,16.87461078341148
MANHATTAN,day,3,0.4199045172224306,14.8530264600438
MANHATTAN,night,3,0.35339847645537614,14.113990908637119
QUEENS,day,3,0.8568000790403365,15.457576277632905
BRONX,day,5,0.1451296207646292,7.444857973690733
MANHATTAN,day,2,0.4569479194009103,14.968199891129347
BROOKLYN,day,3,0.4330031865175282,12.451803993733304
BRONX,night,1,0.35632033682459574,16.70237022001885
QUEENS,day,5,0.9205788988013294,12.36015346836428
BROOKLYN,night,2,0.77583555416505,14.54897968190419
BROOKLYN,day,1,0.1575308477727449,15.75778037524083
BROOKLYN,day,2,0.7432187044914587,17.385008040237494
MANHATTAN,night,3,0.5745692198159146,17.050707530484818
BROOKLYN,day,2,0.9107811049614213,18.96782405875845
QUEENS,day,3,0.38165105561352264,10.906323545915539
BRONX,day,3,0.6167457996486246,12.033235728840083
QUEENS,day,1,0.5506797472668874,16.116051496029247
QUEENS,day,2,0.5406048156048452,14.563802396599112
MANHATTAN,day,4,0.5104948595654913,14.550007628375894
BROOKLYN,day,3,0.2850665279790532,12.842287313116357
MANHATTAN,day,4,0.7801389302431535,16.53132924429871
MANHATTAN,night,3,0.5062024294653599,13.400516124681678
QUEENS,day,2,0.9626646475023451,19.215637470021782
STATEN ISLAND,night,1,0.3347275844734987,15.640916283194846
MANHATTAN,day,2,0.714469455664337,15.522170528100755
BROOKLYN,day,4,0.9466453716751976,17.140336325401712
BRONX,night,5,0.6971124907144832,12.143381379763765
MANHATTAN,day,3,0.8841456168556552,17.917399914203965
BROOKLYN,night,1,0.8447328637813055,18.652888279664378
QUEENS,day,2,0.4241059439401035,16.08698505111704
QUEENS,day,2,0.6401115459455469,14.537702253559411
MANHATTAN,day,3,0.24063520583022005,14.262639259945164
BROOKLYN,day,1,0.5819732944260396,18.967555384859665
QUEENS,night,5,0.3073797746329035,7.828967621307207
BROOKLYN,day,3,0.769363133457201,18.380908686778895
MANHATTAN,night,5,0.5752525797029121,12.516975944329953
QUEENS,night,4,0.4701046263684945,12.440351203720443
MANHATTAN,day,4,0.3419173865502798,10.489918058173911
QUEENS,day,3,0.9988286336571581,19.233662122381805
MANHATTAN,night,3,0.16453946879643944,11.30003821890675
STATEN ISLAND,night,3,0.13920461251517802,11.534693700667772
BROOKLYN,day,3,0.2955316604444781,11.727229731371073
BROOKLYN,day,3,0.9739652127650377,16.587987319555523
MANHATTAN,day,5,0.981314351487986,15.825048137334447
BROOKLYN,night,4,0.6894349612949223,15.114390504827183
BRONX,day,4,0.8920960004857642,13.373082904220544
STATEN ISLAND,night,4,0.2925655577567159,11.010242728287045
BROOKLYN,day,2,0.9748378847589612,20.19042284509308
BROOKLYN,day,1,0.2285063651256082,14.559747282702583
QUEENS,day,3,0.19101266936349245,13.359959463172032
BRONX,day,3,0.2009903853225456,10.2582083506989
BROOKLYN,day,4,0.6158151309453082,12.653071251811365
BROOKLYN,day,3,0.8028769606462471,16.793503393110992
BROOKLYN,day,3,0.43000046008716986,12.770723448923476
QUEENS,day,3,0.9801063890075139,16.887274431364048
MANHATTAN,day,1,0.49097812430649657,18.380649102556184
QUEENS,night,3,0.23540369569589467,11.50563489811605
BROOKLYN,day,4,0.519370073367523,13.774786123197572
QUEENS,day,2,0.7111334488801959,16.14833446653211
MANHATTAN,day,3,0.8490032024539408,17.496370098527184
BROOKLYN,night,3,0.5128914609609336,15.709560749231551
BROOKLYN,day,2,0.6342461434442507,17.671423384418638
QUEENS,night,2,0.34061024094296805,14.957187315106342
MANHATTAN,night,5,0.6813248737649626,11.549596156812122
BROOKLYN,day,3,0.9873747495553094,18.047686962711097
BROOKLYN,day,2,0.14414821532901448,12.48276485047519
BROOKLYN,night,2,0.897877603634651,16.8985064478916
QUEENS,day,3,0.6060542524907705,14.053305025648047
QUEENS,day,3,0.3268887936060699,11.239622934457545
BRONX,night,3,0.9594007390083321,17.88484606616213
MANHATTAN,day,1,0.5350188727530091,19.35506522452895
BRONX,night,4,0.39852122650604704,9.407236488571574
BROOKLYN,day,3,0.26334786544375705,11.717798077892152
MANHATTAN,night,2,0.3200069892309959,13.628301423699876
MANHATTAN,day,3,0.8495641374322983,16.66701176139847
BROOKLYN,day,3,0.6529690083854492,15.79050935834801
QUEENS,day,4,0.9219210575394845,14.301741156192584
QUEENS,night,5,0.3087716069420072,8.299304356322484
QUEENS,day,2,0.20902471646401133,14.718872489191842
BROOKLYN,day,4,0.105478777878031,7.319783449091656
BROOKLYN,day,4,0.5570758338543944,14.505239192275432
MANHATTAN,day,5,0.9984762373437893,14.336949590948048
BROOKLYN,day,2,0.725468741936775,17.22181601045369
BROOKLYN,day,3,0.3775551327686315,12.821272357731976
MANHATTAN,day,2,0.8891727247235546,20.93108843735005
MANHATTAN,day,4,0.8035500393891637,13.845901059863253
BROOKLYN,day,1,0.11387364946888534,14.95426236521408
QUEENS,day,3,0.8351744324869202,16.261560193396978
STATEN ISLAND,night,2,0.37047408151464645,11.474878208383
BRONX,day,2,0.234706118125241,12.721711963278683
QUEENS,day,3,0.3036977557633671,11.99622117226401
BROOKLYN,day,4,0.5217218239376251,11.727193813973313
QUEENS,night,3,0.4823811343612099,12.356767247884884
QUEENS,night,4,0.3599985694368041,10.520155505647502
MANHATTAN,night,2,0.25499648998632946,15.736974782886548
BROOKLYN,day,3,0.7860077106779524,15.697788787152916
BRONX,day,3,0.9910988053614254,18.4362536682168
BROOKLYN,day,1,0.8000124223777214,18.202771406263963
BROOKLYN,day,3,0.3663432709043871,11.878924548310373
BROOKLYN,day,3,0.32032806527092006,15.39374691112634
MANHATTAN,night,3,0.29589928845934443,12.833795621787125
BROOKLYN,night,4,0.22302556704013266,9.276571777274272
BROOKLYN,night,3,0.5961974947230712,12.784818985573766
MANHATTAN,day,1,0.6448603347580097,20.381716320497787
MANHATTAN,night,2,0.7349523945968235,17.667625147287282
BRONX,day,3,0.7121920338403012,15.02479653788228
MANHATTAN,day,2,0.3630999801550442,15.46910781710382
BROOKLYN,night,1,0.3972799048571619,17.997850843175293
MANHATTAN,day,3,0.713363081898104,16.12142423156657
BRONX,day,3,0.41450287670526553,16.207133233183377
MANHATTAN,day,2,0.29136087065738175,15.354358348138058
BROOKLYN,night,4,0.4369025383270656,13.514008219475913
BRONX,night,3,0.3448757418201799,13.907980151316458
BRONX,day,2,0.17948144909672004,13.422892634819036
MANHATTAN,night,4,0.8471250120489882,14.901947395093867
BRONX,day,3,0.8678002502413327,16.739058340848526
BROOKLYN,day,3,0.29777527015019156,13.547657733424973
BROOKLYN,night,3,0.15829497957268157,11.341814109470597
MANHATTAN,night,1,0.7649446936160615,20.071747147645187
MANHATTAN,night,3,0.2903757632770724,15.070888435212485
QUEENS,day,3,0.45409194049317425,15.635534900089246
BROOKLYN,night,5,0.15772172701364495,9.850434410007999
BROOKLYN,day,4,0.30364262628259164,13.608988694493185
QUEENS,night,3,0.8136120504966722,14.733229274780621
QUEENS,day,2,0.8239568022236816,17.997977916925084
MANHATTAN,night,2,0.2863763423989394,16.767669635890634
QUEENS,day,2,0.4023224605960206,13.33949599430774
MANHATTAN,day,3,0.2208145771843692,12.552586617244389
QUEENS,day,2,0.16675536725643014,14.969395601369097
QUEENS,day,3,0.9929545430035686,15.484085902578867
STATEN ISLAND,day,2,0.6900345561203552,13.875868575595456
MANHATTAN,night,5,0.5878868582784869,14.154842467177579
MANHATTAN,day,2,0.7889486503647696,19.864282097347527
MANHATTAN,day,5,0.8560694437189517,14.58299567695371
MANHATTAN,day,5,0.8260432912402548,13.814428487486662
MANHATTAN,day,3,0.11488550436088896,11.920526371619799
BRONX,day,4,0.26812710837144865,11.181164852985278
MANHATTAN,day,3,0.6894147719060479,18.07696436627117
MANHATTAN,day,3,0.43818341302356667,14.834471536023672
QUEENS,day,2,0.9842343859549962,20.797874629403836
BROOKLYN,day,2,0.6988643133744287,16.06508765416551
QUEENS,day,3,0.9608940178562858,16.422194210871936
MANHATTAN,day,3,0.28130183348121446,13.080791516431194
BROOKLYN,day,3,0.8775613253035207,15.401978762678086
MANHATTAN,day,2,0.38921707523370286,15.646210509407483
MANHATTAN,night,3,0.9906083274140262,18.639749290183698
BRONX,night,1,0.2419198048658326,16.10155494757035
MANHATTAN,night,1,0.564705836954494,21.17513055493768
BROOKLYN,day,2,0.8135600804534098,18.445501486615438
BROOKLYN,night,1,0.48937823254363233,18.76112267594915
BROOKLYN,night,2,0.521275654168882,16.067604847656504
BRONX,night,4,0.9877202159551669,17.533848124251698
MANHATTAN,day,1,0.48277733527103805,20.91619182196743
QUEENS,day,3,0.6436648905391572,15.021123945675662
STATEN ISLAND,night,2,0.14908569460763565,10.777866196407734
BROOKLYN,day,4,0.857989072189234,14.31836294189742
BRONX,day,3,0.6833512440815891,15.480104250376522
MANHATTAN,day,2,0.4636180925765322,16.861315244048235
BROOKLYN,day,3,0.11455258595906778,12.582701969995187
MANHATTAN,day,3,0.6325019385341535,16.363499817948046
QUEENS,day,3,0.11139204563574598,10.932430196139475
STATEN ISLAND,day,2,0.10108325251811612,10.8936030119252
MANHATTAN,day,5,0.6544887059344192,13.2355425020908
QUEENS,day,3,0.27011536060109886,14.18173467288393
MANHATTAN,day,2,0.2726987947462858,16.296456492364165
BROOKLYN,day,4,0.6879444092494693,14.513283399684989
BROOKLYN,night,3,0.14832746914543687,13.19960885803264
STATEN ISLAND,night,4,0.38206500532710075,9.838145699945132
QUEENS,day,3,0.23448871192781717,11.114258452230827
BROOKLYN,day,4,0.6221587328168805,12.546689638070546
MANHATTAN,day,2,0.6955886392546562,17.67098220783194
MANHATTAN,night,4,0.7490222682391392,14.462237667503507
MANHATTAN,day,4,0.3297080952267089,13.693032307756173
MANHATTAN,day,2,0.1803247764729256,13.901722945855392
BRONX,day,2,0.17081529124770806,12.447033333640203
BROOKLYN,day,2,0.48353639360565137,18.074079173033493
BROOKLYN,night,5,0.9512599681564435,13.44153951571927
MANHATTAN,night,2,0.2959561308223222,15.407948999045516
BRONX,day,3,0.3310674412073944,13.393525757540157
QUEENS,day,1,0.19079992189527306,13.276167749614299
MANHATTAN,day,3,0.6450132465045372,17.375166625683175
QUEENS,day,3,0.7118855865524574,15.591799161084445
BROOKLYN,day,5,0.678638087344684,14.081208381997385
MANHATTAN,day,3,0.8750172187403031,16.57254559715025
BROOKLYN,day,4,0.5377832515234646,13.014542085873913
BROOKLYN,day,3,0.221011336690358,12.48380059448036
MANHATTAN,night,1,0.3604646176339714,17.55968620784084
BRONX,day,2,0.6961869760792166,15.079677646222315
BRONX,night,3,0.6518097763674039,15.069767200818792
QUEENS,night,5,0.5779028167686663,9.044611615287836
BROOKLYN,day,4,0.7146679768198184,14.475342734765126
BROOKLYN,night,2,0.6736517653359694,14.424357525261579
QUEENS,day,2,0.8931924005184565,15.383846402221266
BROOKLYN,day,2,0.6274147397304669,17.660454267976032
MANHATTAN,day,5,0.8007412228305009,13.048611802164515
BROOKLYN,night,4,0.32383644036982107,10.31950717404515
BRONX,day,4,0.7103643261301612,15.242382865136705
BROOKLYN,day,3,0.9119747065444082,17.32098705333275
MANHATTAN,night,3,0.44715909510984997,15.653042352854566
QUEENS,day,3,0.801193768604782,15.208269009146084
MANHATTAN,night,2,0.7523103710758918,21.4055718446733
MANHATTAN,night,3,0.15357357718464024,11.972811619028407
MANHATTAN,night,1,0.623357478661665,21.04521827053269
BROOKLYN,night,2,0.21717041428072215,13.937968444704799
QUEENS,night,4,0.9705872550075321,12.923404683653663
BROOKLYN,day,4,0.8302667524305906,15.37615238569657
MANHATTAN,night,3,0.19875142112240812,13.36959931104185
BRONX,day,3,0.20957679788291056,10.800663009151842
BRONX,day,3,0.6350264694213571,13.721008918677164
BRONX,day,4,0.410400256755865,11.737964497211133
MANHATTAN,night,4,0.13141527316579837,11.373896653875267
BROOKLYN,night,4,0.5874773570497478,10.25380688136808
STATEN ISLAND,night,4,0.44906058971726226,11.982639576190767
QUEENS,day,2,0.1909688431345684,12.447899911796721
MANHATTAN,day,2,0.8217283530303844,17.043137313419685
MANHATTAN,day,3,0.9235690887509254,18.83247893862333
BROOKLYN,night,2,0.7809345406127169,17.647732938680516
BRONX,night,4,0.8401800790146495,16.020569445733926
BROOKLYN,day,2,0.29484151053950564,15.042012534082495
BROOKLYN,day,2,0.3372156558267409,14.790084359336161
MANHATTAN,day,3,0.287674786269269,13.386610176774061
QUEENS,day,5,0.7885570882290076,12.704876386155915
BRONX,night,2,0.9531253710410473,17.999077401195613
BROOKLYN,day,3,0.7451534860605123,14.820410552897531
QUEENS,day,3,0.8933200883916004,16.738471521730975
STATEN ISLAND,day,1,0.6748291853948553,16.813004295333247
MANHATTAN,day,3,0.44889391050291916,14.658091595951781
BROOKLYN,night,4,0.4831854534372747,13.847961250727815
MANHATTAN,day,3,0.16778928895066436,12.653978448896428
QUEENS,day,4,0.12831147572142348,9.452065302839403
BROOKLYN,day,2,0.7259280437701696,16.598952870764986
QUEENS,night,1,0.4945860028100626,17.13169693904363
QUEENS,night,5,0.5969935612491666,11.300251643335688
BROOKLYN,night,3,0.6018951228601747,15.993248456739805
BRONX,day,3,0.3496382319999713,12.277693903591562
BROOKLYN,day,4,0.5283032597465417,12.284590824844297
MANHATTAN,day,2,0.523684199500932,17.654512175730623
QUEENS,night,4,0.44958449910507137,11.8249548482184
QUEENS,day,2,0.8386078450609634,16.16348924146503
BROOKLYN,day,2,0.5060476033188364,17.45717430285384
BRONX,night,2,0.6432800720553891,14.443179786279732
BRONX,night,4,0.9059681083427434,15.929934408144334
MANHATTAN,day,2,0.8796102605730303,17.499212250526863
STATEN ISLAND,day,4,0.9013799834012486,15.921916111890747
MANHATTAN,day,5,0.3430044968185126,8.876009557033584
MANHATTAN,night,3,0.13148423947725657,13.937348338849464
MANHATTAN,night,3,0.3349601199057963,13.779279547374182
BRONX,day,3,0.35083661105863784,12.540514888074652
QUEENS,day,2,0.9184242940524712,17.992233899102377
MANHATTAN,night,3,0.6843184595541736,16.9063503940915
BROOKLYN,night,3,0.1735335636420059,11.042687560875995
QUEENS,day,5,0.22184073640999102,7.463019516462655
MANHATTAN,day,5,0.24010851298777788,10.840231172556019
BRONX,day,4,0.6673795733520308,11.38915568240868
BRONX,day,4,0.7618726229563028,13.351097137385466
BROOKLYN,night,3,0.8736795195088565,20.327741221798895
STATEN ISLAND,night,3,0.9465728957256188,14.391108264709384
BROOKLYN,night,4,0.2815341016477976,12.60733501082239
STATEN ISLAND,day,3,0.37879523625164413,11.15902811317911
QUEENS,night,5,0.3162905926703476,9.666743026113833
QUEENS,day,3,0.422885410719524,13.733981998392366
MANHATTAN,day,3,0.9231985966813745,19.05553896064847
BRONX,day,4,0.6176013102454254,12.874103924419934
BROOKLYN,day,5,0.7643727075920491,15.155084165854143
MANHATTAN,night,2,0.5411073125141038,16.10999365383946
MANHATTAN,day,4,0.1259721220025121,11.1998832893358
BROOKLYN,day,3,0.15777593739803292,12.319875911748342
BROOKLYN,day,2,0.5841307281410972,15.050487988977835
QUEENS,day,4,0.7469101313380231,13.111869147722205
BRONX,day,3,0.2937974747758584,12.803499785129167
MANHATTAN,day,3,0.7497186165930736,16.054625756099675
QUEENS,night,2,0.8295991961351612,20.121503533426388
MANHATTAN,day,3,0.4707077305259001,13.753251840098914
BRONX,day,3,0.7717773095596945,17.131861873906526
BRONX,day,3,0.46362695529561393,14.741326985200034
BROOKLYN,night,2,0.710515566509518,17.20171662090674
QUEENS,day,5,0.7875973443875888,11.08113187389663
BROOKLYN,day,3,0.9927339564772997,16.530864332632323
BROOKLYN,day,4,0.41085699585723645,11.449009714012226
BRONX,day,3,0.46993670251715036,11.611699028025962
BROOKLYN,day,3,0.24905805346915422,11.414718836590355
BROOKLYN,night,3,0.2836657525616262,11.0648555732142
BROOKLYN,day,3,0.72405550233854,17.32141076901377
BRONX,day,3,0.9253410311390284,17.456871573269545
BROOKLYN,night,3,0.4551444564951165,14.901607885856809
MANHATTAN,night,3,0.2618600021519871,14.108688355838254
QUEENS,day,2,0.3565895494446947,14.318193219391512
BRONX,day,3,0.5095465343273248,15.764868871682575
MANHATTAN,day,2,0.3615852964288315,14.91738923990932
MANHATTAN,day,2,0.31022117480967965,15.444441222703372
MANHATTAN,night,5,0.7623860398813715,14.351979852617863
BROOKLYN,night,3,0.10706042911656088,10.110441711030292
BROOKLYN,night,3,0.5853074746028348,18.520405260289486
QUEENS,day,3,0.8143901263267785,15.527814736457163
QUEENS,day,5,0.33960545768572137,9.3778228156479
QUEENS,day,3,0.6429623595508156,15.887508975090206
BROOKLYN,night,4,0.702010095056756,15.061012017481183
BRONX,day,3,0.689522226764581,15.227588097245526
BROOKLYN,day,5,0.501264670778846,11.21437568578015
STATEN ISLAND,night,4,0.41192018908820127,8.672502991935733
QUEENS,night,4,0.8523316657250322,13.472396893792737
MANHATTAN,night,2,0.7826013612998779,19.00756110783996
QUEENS,day,2,0.38912965607252126,14.862014171322851
BROOKLYN,night,2,0.19271727499798547,15.318061187491812
QUEENS,night,2,0.16462679090092228,12.725472870988007
MANHATTAN,day,4,0.18484838010904245,9.636770654591736
MANHATTAN,day,1,0.6245824250728386,20.227862279904265
BRONX,day,1,0.14649595824609074,16.57553094401801
MANHATTAN,night,2,0.4032341874676346,16.9989157059671
BRONX,day,2,0.7778797317228064,17.159857851169253
MANHATTAN,day,2,0.3649133498638403,16.925200036366856
QUEENS,day,4,0.7869772694621169,17.830044825113617
QUEENS,night,3,0.7709203343863498,15.349164950839842
BROOKLYN,day,1,0.3212444193698947,14.714004695210168
BROOKLYN,day,3,0.7559399620834709,15.210067694079978
MANHATTAN,day,3,0.7729989744448906,17.47506453425665
MANHATTAN,night,2,0.4577085331003242,14.349340292074434
BROOKLYN,day,3,0.2893784353673664,13.084243519782365
QUEENS,day,4,0.5691437262026822,12.755838200696493
BRONX,night,4,0.9292578292001767,16.982321977576333
BRONX,day,4,0.6756550591888557,15.063991711992722
QUEENS,night,1,0.2556302478645351,16.099098361221603
QUEENS,day,5,0.7144812322601679,9.048913197073656
QUEENS,day,4,0.48448272455365116,12.854401463256242
MANHATTAN,day,5,0.6323759176198357,13.457059527801226
BRONX,day,1,0.7606576315207971,19.151407857379198
QUEENS,night,5,0.5634526163630004,8.58617545498492
BROOKLYN,day,4,0.8325855771159778,13.879677560229384
MANHATTAN,night,4,0.749940021384965,13.574422815561393
BROOKLYN,day,1,0.6535660060166596,16.030168911699782
BROOKLYN,day,4,0.23571353424911634,10.928639790921503
BRONX,day,5,0.8523541998204115,12.08291575310134
BROOKLYN,night,3,0.9423150267878344,20.27541437044362
BROOKLYN,day,3,0.22326861142836535,12.248719646958882
STATEN ISLAND,day,5,0.5394170164900876,11.25871439422472
MANHATTAN,day,3,0.33299986777345403,11.98158031089558
BROOKLYN,day,3,0.7790709766830082,15.427853845233708
MANHATTAN,day,3,0.7494666724042299,16.68781082186867
QUEENS,night,5,0.22679660851335884,7.384393217007628
BRONX,day,1,0.8893245441354735,19.173968715114885
MANHATTAN,night,3,0.2628757575802021,13.147151336779068
BRONX,day,3,0.8175331230832967,15.733275717507553
MANHATTAN,night,4,0.5112823236652044,15.649477391466244
BRONX,night,3,0.39544506420233616,13.724264459832996
QUEENS,day,5,0.24241533640679216,9.151112362173713
BRONX,night,5,0.2508528305319665,9.778129127671866
MANHATTAN,day,1,0.6957014992308103,20.157211397804804
STATEN ISLAND,night,3,0.5953873491524084,13.170553388840816
QUEENS,night,1,0.20987687948610945,14.379304070885095
BROOKLYN,day,2,0.20142807439449267,14.109461754986135
BRONX,day,3,0.16507951729551232,13.161181601116997
MANHATTAN,day,5,0.7693906126361897,14.852524808258893
BRONX,day,4,0.7406938767063602,13.626032027765246
MANHATTAN,day,2,0.15258789176911763,15.213233730100999
QUEENS,day,1,0.6042430680372757,17.09407834659469
BROOKLYN,day,3,0.17620853971842093,12.186000167492029
MANHATTAN,night,3,0.9133711935480475,17.06868470019727
MANHATTAN,day,2,0.9164056772621192,19.038662735516294
MANHATTAN,day,4,0.7284096908318171,16.444259073866426
BROOKLYN,day,5,0.9335700292955049,13.979110567227867
BROOKLYN,day,3,0.8303077273723215,16.55933923818287
BROOKLYN,day,4,0.8456847183343444,13.16028933406369
MANHATTAN,day,3,0.6127370655129399,15.311698236674832
MANHATTAN,night,4,0.37545327839455833,12.250868425070955
QUEENS,night,3,0.2960192036047794,11.12915264089898
MANHATTAN,day,2,0.3944800198350362,15.890118622972013
BRONX,night,5,0.6656458870801558,11.311679517747827
BRONX,day,3,0.25539088224915907,12.456035760911831
QUEENS,night,4,0.33277621297358945,10.908848996111052
BROOKLYN,night,3,0.521254776515918,13.241250817966295
BRONX,day,1,0.309745088672154,15.434900937389173
MANHATTAN,day,2,0.6297793027444555,17.48641460715196
MANHATTAN,day,3,0.9308584256106969,19.1717390838576
MANHATTAN,day,3,0.7732804291328138,17.034385796718176
QUEENS,night,2,0.6997839527340217,15.554273476870229
MANHATTAN,day,3,0.6244493283854009,16.23772634559773
BROOKLYN,night,3,0.5391531183313584,16.55355393633994
STATEN ISLAND,night,4,0.2679074736711937,10.64144634596958
BRONX,day,3,0.905239409884179,17.241088000769906
BROOKLYN,night,5,0.3236824018115527,10.774643822353879
MANHATTAN,night,3,0.18217798982034467,14.612101783546596
BRONX,night,3,0.7750136613058257,17.02834095130906
BROOKLYN,night,2,0.25805398089804976,14.957463333178515
MANHATTAN,night,2,0.4347063995870585,17.407962260823982
MANHATTAN,day,1,0.12545643546188176,14.417485514985358
BRONX,night,3,0.22336114828640327,10.349129161053284
QUEENS,day,2,0.2558832676839209,13.651759620718082
BRONX,night,2,0.14896911497516016,13.350716098919188
